TaskID,ProjectID,ProjectDiscipline,Status,Description,Location,Created,Target,Actual,Delay,Priority,Overdue,RootCause,Risk,Hours,Comments,AssignedTo,TeamCapacityHours
T-1537,PRJ062,PRJ-MEP,Closed,Site Preparation,Lobby,03/06/2025,04/04/2025,04/01/2025,-3.0,Medium,False,None,Medium,103.1,Completed 3 day(s) ahead of schedule,Rajan Mehta,40
T-1538,PRJ076,PRJ-STR,In Progress,Underground Utilities,Mechanical,01/13/2025,01/30/2025,,2.0,Low,False,Labor Shortage,Medium,28.6,Delay of 2 day(s) associated with labor shortage,Asha Verma,40
T-1539,PRJ090,PRJ-ARC,Open,Site Preparation,Basement,08/13/2025,08/24/2025,,3.0,Low,False,Equipment Failure,High,65.9,Delay of 3 day(s) associated with equipment failure,Dev Kapoor,40
T-1540,PRJ030,PRJ-STR,In Progress,Painting and Finishes,Grid A5,10/26/2024,11/04/2024,,6.0,High,False,Equipment Failure,Medium,107.9,Delay of 6 day(s) associated with equipment failure,Priya Nair,40
T-1541,PRJ070,PRJ-ARC,In Progress,Flooring Work,South Facade,10/21/2024,10/29/2024,,2.0,High,False,Design Revision,High,91.5,Delay of 2 day(s) associated with design revision,Suresh Kumar,40
T-1542,PRJ004,PRJ-ARC,In Progress,Painting and Finishes,Lobby,05/31/2024,06/30/2024,,-7.0,Medium,False,None,Low,35.7,Completed 7 day(s) ahead of schedule,Meena Pillai,30
T-1543,PRJ054,PRJ-INT,In Progress,Site Preparation,West Yard,11/20/2024,11/28/2024,,-1.0,High,False,None,Low,93.3,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1544,PRJ090,PRJ-ARC,Open,Flooring Work,Basement,05/07/2024,05/22/2024,,-2.0,High,False,None,Low,15.0,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1545,PRJ065,PRJ-INT,In Progress,Structural Installation,Lobby,03/06/2025,03/22/2025,,2.0,Low,False,Crane Breakdown,Medium,68.3,Delay of 2 day(s) associated with crane breakdown,Rajan Mehta,40
T-1546,PRJ027,PRJ-INT,In Progress,HVAC Installation,Mechanical,12/29/2025,01/20/2026,,-0.0,Medium,False,None,Low,109.1,Completed on schedule,Asha Verma,40
T-1547,PRJ061,PRJ-MEP,On Hold,Curtain Wall Installation,South Facade,01/24/2025,02/19/2025,,-1.0,Medium,False,None,Low,75.6,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1548,PRJ036,PRJ-INT,Open,Structural Installation,Roof,08/06/2024,08/24/2024,,6.0,Low,False,Equipment Failure,Medium,60.0,Delay of 6 day(s) associated with equipment failure,Priya Nair,40
T-1549,PRJ044,PRJ-ARC,In Progress,Structural Installation,Basement,05/17/2025,06/10/2025,,-4.0,High,False,None,Low,101.7,Completed 4 day(s) ahead of schedule,Suresh Kumar,40
T-1550,PRJ023,PRJ-INT,In Progress,Site Preparation,Grid A5,08/21/2025,09/08/2025,,-2.0,Medium,False,None,Low,104.2,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1551,PRJ063,PRJ-MEP,In Progress,Site Preparation,South Facade,12/10/2024,12/25/2024,,3.0,Medium,False,Crane Breakdown,Low,114.3,Delay of 3 day(s) associated with crane breakdown,Arjun Desai,40
T-1552,PRJ020,PRJ-SITE,In Progress,Electrical Installation,Roof,07/01/2024,07/08/2024,,-3.0,Low,False,None,Medium,101.2,Completed 3 day(s) ahead of schedule,Lakshmi Iyer,40
T-1553,PRJ045,PRJ-INT,Closed,Site Preparation,Grid A5,06/05/2025,06/13/2025,06/17/2025,4.0,Low,True,Equipment Failure,Low,107.4,Delay of 4 day(s) associated with equipment failure,Rajan Mehta,40
T-1554,PRJ094,PRJ-MEP,On Hold,Flooring Work,Roof,05/16/2024,05/31/2024,,4.0,High,False,Design Revision,Low,97.0,Delay of 4 day(s) associated with design revision,Asha Verma,40
T-1555,PRJ076,PRJ-SITE,In Progress,Structural Installation,Lobby,12/29/2025,01/02/2026,,3.0,Low,False,Weather Delay,Low,83.0,Delay of 3 day(s) associated with weather delay,Dev Kapoor,40
T-1556,PRJ042,PRJ-INT,Closed,Plumbing Work,West Yard,08/20/2024,08/31/2024,09/02/2024,2.0,Low,True,Equipment Failure,Medium,77.7,Delay of 2 day(s) associated with equipment failure,Priya Nair,40
T-1557,PRJ097,PRJ-STR,Open,Structural Installation,Basement,09/12/2024,09/27/2024,,2.0,Medium,False,Labor Shortage,High,67.9,Delay of 2 day(s) associated with labor shortage,Suresh Kumar,40
T-1558,PRJ002,PRJ-INT,In Progress,Concrete Work,North Wing,06/14/2025,06/30/2025,,-4.0,Medium,False,None,Medium,38.6,Completed 4 day(s) ahead of schedule,Meena Pillai,30
T-1559,PRJ096,PRJ-SITE,In Progress,Curtain Wall Installation,Basement,01/09/2024,02/03/2024,,-1.0,Medium,False,None,Medium,46.3,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1560,PRJ036,PRJ-ARC,Open,Painting and Finishes,West Yard,05/28/2024,06/27/2024,,-0.0,Medium,False,None,High,66.5,Completed on schedule,Lakshmi Iyer,40
T-1561,PRJ083,PRJ-SITE,Closed,HVAC Installation,Lobby,04/01/2024,04/24/2024,04/29/2024,5.0,Low,True,Approval Delay,High,82.2,Delay of 5 day(s) associated with approval delay,Rajan Mehta,40
T-1562,PRJ095,PRJ-INT,Closed,Flooring Work,North Wing,10/12/2024,10/17/2024,10/22/2024,5.0,Low,True,Labor Shortage,Medium,118.2,Delay of 5 day(s) associated with labor shortage,Asha Verma,40
T-1563,PRJ061,PRJ-SITE,Closed,Concrete Work,West Yard,02/08/2025,02/22/2025,03/01/2025,7.0,High,True,Crane Breakdown,High,73.7,Delay of 7 day(s) associated with crane breakdown,Dev Kapoor,40
T-1564,PRJ062,PRJ-INT,In Progress,Electrical Installation,Mechanical,05/11/2024,06/03/2024,,7.0,Medium,False,Approval Delay,High,105.1,Delay of 7 day(s) associated with approval delay,Priya Nair,40
T-1565,PRJ075,PRJ-ARC,Closed,Painting and Finishes,Grid A5,09/08/2024,09/27/2024,10/01/2024,4.0,Medium,True,Design Revision,Medium,107.4,Delay of 4 day(s) associated with design revision,Suresh Kumar,40
T-1566,PRJ024,PRJ-SITE,In Progress,Site Preparation,North Wing,07/17/2025,08/01/2025,,0.0,Medium,False,None,Medium,68.1,Completed on schedule,Meena Pillai,30
T-1567,PRJ018,PRJ-INT,Open,Plumbing Work,West Yard,11/17/2025,12/02/2025,,-4.0,High,False,None,Low,92.8,Completed 4 day(s) ahead of schedule,Arjun Desai,40
T-1568,PRJ035,PRJ-SITE,Open,Underground Utilities,Roof,01/11/2024,01/25/2024,,-0.0,Low,False,None,Low,67.7,Completed on schedule,Lakshmi Iyer,40
T-1569,PRJ048,PRJ-ARC,Closed,Electrical Installation,Lobby,04/03/2025,04/22/2025,04/22/2025,0.0,Medium,False,None,Medium,114.7,Completed on schedule,Rajan Mehta,40
T-1570,PRJ075,PRJ-ARC,On Hold,Site Preparation,West Yard,01/19/2024,01/27/2024,,6.0,Medium,False,Design Revision,Medium,94.1,Delay of 6 day(s) associated with design revision,Asha Verma,40
T-1571,PRJ026,PRJ-ARC,Open,Curtain Wall Installation,Roof,01/14/2025,01/31/2025,,-5.0,Medium,False,None,Medium,39.3,Completed 5 day(s) ahead of schedule,Dev Kapoor,40
T-1572,PRJ057,PRJ-STR,In Progress,Structural Installation,Basement,10/04/2025,10/12/2025,,-2.0,High,False,None,Medium,79.8,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1573,PRJ001,PRJ-ARC,Closed,Painting and Finishes,Basement,08/05/2025,08/27/2025,08/31/2025,4.0,Medium,True,Site Constraint,Medium,124.4,Delay of 4 day(s) associated with site constraint,Suresh Kumar,40
T-1574,PRJ004,PRJ-INT,Closed,Flooring Work,Lobby,06/18/2024,07/15/2024,07/20/2024,5.0,High,True,Design Revision,High,69.6,Delay of 5 day(s) associated with design revision,Meena Pillai,30
T-1575,PRJ097,PRJ-INT,In Progress,Site Preparation,Lobby,07/07/2024,07/24/2024,,-5.0,High,False,None,Low,88.4,Completed 5 day(s) ahead of schedule,Arjun Desai,40
T-1576,PRJ086,PRJ-STR,Closed,Plumbing Work,West Yard,07/25/2025,08/07/2025,08/07/2025,0.0,Medium,False,None,Low,91.4,Completed on schedule,Lakshmi Iyer,40
T-1577,PRJ087,PRJ-STR,Closed,Flooring Work,South Facade,08/21/2025,09/19/2025,09/15/2025,-4.0,High,False,None,Medium,43.9,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1578,PRJ033,PRJ-SITE,Closed,Curtain Wall Installation,Lobby,07/24/2024,08/14/2024,08/18/2024,4.0,Medium,True,Labor Shortage,High,90.3,Delay of 4 day(s) associated with labor shortage,Asha Verma,40
T-1579,PRJ052,PRJ-INT,Open,Underground Utilities,Grid A5,01/03/2024,01/17/2024,,5.0,High,False,Material Delay,High,33.2,Delay of 5 day(s) associated with material delay,Dev Kapoor,40
T-1580,PRJ068,PRJ-INT,On Hold,Structural Installation,Lobby,11/20/2024,11/23/2024,,8.0,Medium,False,Approval Delay,High,56.2,Delay of 8 day(s) associated with approval delay,Priya Nair,40
T-1581,PRJ026,PRJ-MEP,Open,Curtain Wall Installation,Mechanical,03/28/2025,03/31/2025,,7.0,Medium,False,Crane Breakdown,High,107.3,Delay of 7 day(s) associated with crane breakdown,Suresh Kumar,40
T-1582,PRJ075,PRJ-ARC,Closed,Flooring Work,North Wing,11/19/2024,11/28/2024,12/02/2024,4.0,Medium,True,Crane Breakdown,Low,85.7,Delay of 4 day(s) associated with crane breakdown,Meena Pillai,30
T-1583,PRJ070,PRJ-MEP,Open,Site Preparation,Grid A5,11/13/2025,11/22/2025,,-2.0,Low,False,None,Medium,65.9,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1584,PRJ041,PRJ-MEP,Open,Site Preparation,Grid A5,08/16/2025,09/08/2025,,-5.0,Medium,False,None,Low,88.4,Completed 5 day(s) ahead of schedule,Lakshmi Iyer,40
T-1585,PRJ044,PRJ-SITE,Open,Concrete Work,Mechanical,07/29/2025,08/15/2025,,-3.0,High,False,None,Medium,73.2,Completed 3 day(s) ahead of schedule,Rajan Mehta,40
T-1586,PRJ031,PRJ-MEP,In Progress,Structural Installation,Roof,01/15/2024,02/14/2024,,4.0,Medium,False,Material Delay,High,75.4,Delay of 4 day(s) associated with material delay,Asha Verma,40
T-1587,PRJ081,PRJ-ARC,In Progress,Concrete Work,Basement,09/15/2025,10/03/2025,,-7.0,Low,False,None,Low,94.7,Completed 7 day(s) ahead of schedule,Dev Kapoor,40
T-1588,PRJ099,PRJ-SITE,Open,HVAC Installation,South Facade,07/05/2025,08/02/2025,,-1.0,Medium,False,None,Medium,53.2,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1589,PRJ100,PRJ-ARC,In Progress,Flooring Work,Grid A5,10/16/2024,11/03/2024,,-2.0,Low,False,None,Low,76.2,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1590,PRJ078,PRJ-STR,In Progress,Site Preparation,Grid A5,03/06/2025,03/19/2025,,2.0,Low,False,Material Delay,Low,65.6,Delay of 2 day(s) associated with material delay,Meena Pillai,30
T-1591,PRJ035,PRJ-INT,Closed,Concrete Work,Roof,08/24/2025,09/16/2025,09/11/2025,-5.0,High,False,None,Low,27.4,Completed 5 day(s) ahead of schedule,Arjun Desai,40
T-1592,PRJ079,PRJ-ARC,Closed,Flooring Work,South Facade,10/23/2025,11/07/2025,11/01/2025,-6.0,Medium,False,None,Low,47.4,Completed 6 day(s) ahead of schedule,Lakshmi Iyer,40
T-1593,PRJ025,PRJ-MEP,Closed,HVAC Installation,Grid A5,02/06/2025,02/16/2025,02/23/2025,7.0,Medium,True,Approval Delay,High,122.0,Delay of 7 day(s) associated with approval delay,Rajan Mehta,40
T-1594,PRJ090,PRJ-INT,Open,Electrical Installation,Roof,01/31/2024,02/16/2024,,3.0,Medium,False,Labor Shortage,Medium,86.5,Delay of 3 day(s) associated with labor shortage,Asha Verma,40
T-1595,PRJ027,PRJ-INT,In Progress,Plumbing Work,West Yard,03/27/2025,04/17/2025,,1.0,Low,False,Design Revision,High,35.3,Delay of 1 day(s) associated with design revision,Dev Kapoor,40
T-1596,PRJ041,PRJ-STR,On Hold,Electrical Installation,Mechanical,05/11/2025,05/24/2025,,-0.0,Medium,False,None,Medium,28.8,Completed on schedule,Priya Nair,40
T-1597,PRJ010,PRJ-INT,Open,Underground Utilities,South Facade,02/13/2024,03/06/2024,,-7.0,Medium,False,None,Low,71.6,Completed 7 day(s) ahead of schedule,Suresh Kumar,40
T-1598,PRJ009,PRJ-ARC,In Progress,Underground Utilities,Lobby,08/19/2025,09/18/2025,,-2.0,Medium,False,None,Low,121.8,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1599,PRJ040,PRJ-STR,On Hold,Electrical Installation,Basement,05/27/2024,06/10/2024,,3.0,High,False,Site Constraint,High,69.4,Delay of 3 day(s) associated with site constraint,Arjun Desai,40
T-1600,PRJ056,PRJ-SITE,On Hold,Structural Installation,Roof,10/12/2025,10/23/2025,,3.0,Medium,False,Material Delay,Low,114.2,Delay of 3 day(s) associated with material delay,Lakshmi Iyer,40
T-1601,PRJ002,PRJ-INT,In Progress,Site Preparation,Lobby,02/06/2025,02/20/2025,,2.0,Medium,False,Site Constraint,High,85.6,Delay of 2 day(s) associated with site constraint,Rajan Mehta,40
T-1602,PRJ085,PRJ-SITE,Closed,Painting and Finishes,North Wing,08/23/2024,09/18/2024,09/14/2024,-4.0,High,False,None,Low,89.1,Completed 4 day(s) ahead of schedule,Asha Verma,40
T-1603,PRJ012,PRJ-INT,In Progress,Site Preparation,Lobby,02/12/2024,02/20/2024,,-5.0,High,False,None,Medium,34.9,Completed 5 day(s) ahead of schedule,Dev Kapoor,40
T-1604,PRJ100,PRJ-SITE,Closed,Structural Installation,South Facade,01/14/2024,02/13/2024,02/18/2024,5.0,Medium,True,Site Constraint,High,103.1,Delay of 5 day(s) associated with site constraint,Priya Nair,40
T-1605,PRJ028,PRJ-MEP,Open,Electrical Installation,North Wing,06/25/2025,07/09/2025,,-2.0,High,False,None,Low,65.0,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1606,PRJ038,PRJ-SITE,Open,Underground Utilities,Grid A5,10/02/2024,10/28/2024,,-0.0,High,False,None,Low,100.9,Completed on schedule,Meena Pillai,30
T-1607,PRJ016,PRJ-STR,Closed,Electrical Installation,North Wing,09/05/2025,09/30/2025,10/01/2025,1.0,High,True,Crane Breakdown,High,50.6,Delay of 1 day(s) associated with crane breakdown,Arjun Desai,40
T-1608,PRJ083,PRJ-ARC,Open,Underground Utilities,Lobby,06/17/2024,07/11/2024,,-6.0,Low,False,None,Low,80.3,Completed 6 day(s) ahead of schedule,Lakshmi Iyer,40
T-1609,PRJ074,PRJ-INT,Closed,Concrete Work,North Wing,11/02/2025,11/30/2025,11/28/2025,-2.0,Medium,False,None,Medium,85.6,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1610,PRJ008,PRJ-INT,In Progress,Structural Installation,South Facade,11/18/2025,11/26/2025,,-0.0,Medium,False,None,Medium,70.4,Completed on schedule,Asha Verma,40
T-1611,PRJ011,PRJ-STR,Closed,Site Preparation,Grid A5,03/15/2024,04/03/2024,03/31/2024,-3.0,Medium,False,None,Low,87.1,Completed 3 day(s) ahead of schedule,Dev Kapoor,40
T-1612,PRJ061,PRJ-SITE,Closed,Flooring Work,Roof,04/17/2025,04/22/2025,04/22/2025,-0.0,Medium,False,None,Medium,67.0,Completed on schedule,Priya Nair,40
T-1613,PRJ087,PRJ-ARC,In Progress,Plumbing Work,Mechanical,11/16/2025,11/27/2025,,4.0,High,False,Labor Shortage,Medium,55.5,Delay of 4 day(s) associated with labor shortage,Suresh Kumar,40
T-1614,PRJ011,PRJ-SITE,Closed,Painting and Finishes,Basement,08/23/2024,08/27/2024,08/28/2024,1.0,High,True,Material Delay,Low,123.2,Delay of 1 day(s) associated with material delay,Meena Pillai,30
T-1615,PRJ023,PRJ-MEP,In Progress,Structural Installation,Roof,02/19/2024,03/12/2024,,3.0,Medium,False,Material Delay,High,106.5,Delay of 3 day(s) associated with material delay,Arjun Desai,40
T-1616,PRJ055,PRJ-STR,In Progress,Curtain Wall Installation,Lobby,10/01/2025,10/21/2025,,-0.0,Medium,False,None,Low,52.2,Completed on schedule,Lakshmi Iyer,40
T-1617,PRJ011,PRJ-INT,Open,Curtain Wall Installation,West Yard,12/12/2024,01/04/2025,,1.0,Medium,False,Weather Delay,Low,92.1,Delay of 1 day(s) associated with weather delay,Rajan Mehta,40
T-1618,PRJ031,PRJ-MEP,Closed,Plumbing Work,Mechanical,01/20/2024,01/27/2024,01/23/2024,-4.0,Medium,False,None,Medium,52.7,Completed 4 day(s) ahead of schedule,Asha Verma,40
T-1619,PRJ002,PRJ-STR,Closed,Concrete Work,West Yard,09/05/2025,09/17/2025,09/21/2025,4.0,Low,True,Labor Shortage,High,39.5,Delay of 4 day(s) associated with labor shortage,Dev Kapoor,40
T-1620,PRJ050,PRJ-SITE,On Hold,Underground Utilities,West Yard,05/10/2025,05/31/2025,,3.0,Low,False,Material Delay,Low,106.0,Delay of 3 day(s) associated with material delay,Priya Nair,40
T-1621,PRJ072,PRJ-SITE,Closed,Plumbing Work,Mechanical,02/21/2024,03/18/2024,03/11/2024,-7.0,High,False,None,Low,23.9,Completed 7 day(s) ahead of schedule,Suresh Kumar,40
T-1622,PRJ042,PRJ-MEP,On Hold,Structural Installation,North Wing,07/07/2024,08/03/2024,,7.0,Medium,False,Design Revision,Medium,102.8,Delay of 7 day(s) associated with design revision,Meena Pillai,30
T-1623,PRJ026,PRJ-MEP,Open,Plumbing Work,Mechanical,01/14/2024,01/19/2024,,3.0,High,False,Weather Delay,High,67.4,Delay of 3 day(s) associated with weather delay,Arjun Desai,40
T-1624,PRJ043,PRJ-ARC,On Hold,Structural Installation,Basement,11/28/2025,12/12/2025,,0.0,Medium,False,None,Low,68.7,Completed on schedule,Lakshmi Iyer,40
T-1625,PRJ051,PRJ-ARC,In Progress,Flooring Work,Basement,01/19/2024,01/22/2024,,-2.0,High,False,None,Low,87.3,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1626,PRJ017,PRJ-STR,In Progress,Curtain Wall Installation,Lobby,08/03/2025,08/28/2025,,-0.0,Medium,False,None,Medium,92.4,Completed on schedule,Asha Verma,40
T-1627,PRJ012,PRJ-MEP,In Progress,Underground Utilities,North Wing,01/08/2025,01/14/2025,,-1.0,High,False,None,Low,50.2,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1628,PRJ019,PRJ-ARC,In Progress,HVAC Installation,Basement,03/01/2025,03/27/2025,,0.0,Low,False,None,Low,96.5,Completed on schedule,Priya Nair,40
T-1629,PRJ099,PRJ-SITE,In Progress,Underground Utilities,Lobby,08/15/2025,08/22/2025,,-1.0,Medium,False,None,Low,78.4,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1630,PRJ073,PRJ-MEP,Open,Concrete Work,North Wing,10/15/2025,10/18/2025,,-1.0,High,False,None,Medium,37.3,Completed 1 day(s) ahead of schedule,Meena Pillai,30
T-1631,PRJ013,PRJ-SITE,Open,Concrete Work,Basement,04/03/2024,04/30/2024,,-4.0,High,False,None,Medium,69.9,Completed 4 day(s) ahead of schedule,Arjun Desai,40
T-1632,PRJ031,PRJ-MEP,In Progress,Curtain Wall Installation,Lobby,01/14/2024,01/29/2024,,3.0,High,False,Design Revision,High,116.4,Delay of 3 day(s) associated with design revision,Lakshmi Iyer,40
T-1633,PRJ042,PRJ-INT,Closed,HVAC Installation,West Yard,03/31/2024,04/14/2024,04/10/2024,-4.0,Low,False,None,Medium,125.3,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1634,PRJ019,PRJ-MEP,Closed,Electrical Installation,Roof,05/13/2025,06/03/2025,06/06/2025,3.0,Medium,True,Approval Delay,Medium,96.5,Delay of 3 day(s) associated with approval delay,Asha Verma,40
T-1635,PRJ086,PRJ-ARC,In Progress,Flooring Work,Mechanical,02/19/2025,03/01/2025,,-1.0,Low,False,None,High,39.3,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1636,PRJ095,PRJ-SITE,In Progress,Painting and Finishes,Lobby,03/02/2024,03/24/2024,,3.0,Low,False,Equipment Failure,Medium,89.7,Delay of 3 day(s) associated with equipment failure,Priya Nair,40
T-1637,PRJ025,PRJ-INT,In Progress,Plumbing Work,South Facade,06/20/2024,07/05/2024,,4.0,Medium,False,Material Delay,Medium,100.5,Delay of 4 day(s) associated with material delay,Suresh Kumar,40
T-1638,PRJ002,PRJ-INT,Open,Site Preparation,Mechanical,01/27/2025,02/06/2025,,6.0,Medium,False,Material Delay,High,96.8,Delay of 6 day(s) associated with material delay,Meena Pillai,30
T-1639,PRJ027,PRJ-ARC,Closed,Concrete Work,North Wing,06/17/2025,07/01/2025,06/25/2025,-6.0,High,False,None,Low,98.5,Completed 6 day(s) ahead of schedule,Arjun Desai,40
T-1640,PRJ059,PRJ-ARC,Open,Electrical Installation,Mechanical,09/07/2024,09/10/2024,,-0.0,High,False,None,Medium,85.9,Completed on schedule,Lakshmi Iyer,40
T-1641,PRJ081,PRJ-INT,Closed,Curtain Wall Installation,South Facade,11/24/2025,12/05/2025,12/10/2025,5.0,Medium,True,Crane Breakdown,Medium,72.8,Delay of 5 day(s) associated with crane breakdown,Rajan Mehta,40
T-1642,PRJ034,PRJ-ARC,Closed,Curtain Wall Installation,Basement,12/25/2025,01/13/2026,01/14/2026,1.0,High,True,Weather Delay,Low,56.7,Delay of 1 day(s) associated with weather delay,Asha Verma,40
T-1643,PRJ028,PRJ-STR,In Progress,Plumbing Work,West Yard,07/13/2025,07/19/2025,,2.0,Low,False,Site Constraint,Medium,18.1,Delay of 2 day(s) associated with site constraint,Dev Kapoor,40
T-1644,PRJ025,PRJ-INT,Closed,Underground Utilities,Basement,11/27/2024,12/03/2024,12/03/2024,-0.0,Low,False,None,Low,85.2,Completed on schedule,Priya Nair,40
T-1645,PRJ001,PRJ-SITE,In Progress,Painting and Finishes,North Wing,10/02/2025,10/23/2025,,-4.0,Medium,False,None,Low,80.6,Completed 4 day(s) ahead of schedule,Suresh Kumar,40
T-1646,PRJ002,PRJ-MEP,Closed,Flooring Work,Basement,06/15/2025,06/29/2025,07/01/2025,2.0,High,True,Crane Breakdown,Medium,91.7,Delay of 2 day(s) associated with crane breakdown,Meena Pillai,30
T-1647,PRJ043,PRJ-SITE,Closed,Painting and Finishes,Lobby,01/14/2025,01/20/2025,01/16/2025,-4.0,Low,False,None,Low,34.9,Completed 4 day(s) ahead of schedule,Arjun Desai,40
T-1648,PRJ062,PRJ-INT,Closed,Site Preparation,Basement,11/19/2024,12/12/2024,12/15/2024,3.0,Medium,True,Design Revision,Medium,94.4,Delay of 3 day(s) associated with design revision,Lakshmi Iyer,40
T-1649,PRJ002,PRJ-INT,Closed,Underground Utilities,Basement,08/30/2025,09/23/2025,09/27/2025,4.0,Medium,True,Approval Delay,High,136.6,Delay of 4 day(s) associated with approval delay,Rajan Mehta,40
T-1650,PRJ021,PRJ-SITE,Closed,Curtain Wall Installation,Grid A5,02/10/2025,02/13/2025,02/16/2025,3.0,Low,True,Labor Shortage,High,77.4,Delay of 3 day(s) associated with labor shortage,Asha Verma,40
T-1651,PRJ091,PRJ-SITE,On Hold,Structural Installation,Mechanical,05/13/2024,05/21/2024,,2.0,Medium,False,Crane Breakdown,Low,73.2,Delay of 2 day(s) associated with crane breakdown,Dev Kapoor,40
T-1652,PRJ100,PRJ-SITE,In Progress,Painting and Finishes,South Facade,12/30/2025,01/12/2026,,-1.0,High,False,None,Low,84.3,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1653,PRJ065,PRJ-INT,Closed,Site Preparation,South Facade,02/19/2024,03/13/2024,03/15/2024,2.0,Medium,True,Material Delay,Low,136.0,Delay of 2 day(s) associated with material delay,Suresh Kumar,40
T-1654,PRJ053,PRJ-SITE,Closed,Electrical Installation,Roof,05/22/2025,05/27/2025,05/22/2025,-5.0,Low,False,None,Low,44.3,Completed 5 day(s) ahead of schedule,Meena Pillai,30
T-1655,PRJ059,PRJ-MEP,In Progress,Site Preparation,North Wing,04/23/2025,05/18/2025,,-1.0,High,False,None,High,81.1,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1656,PRJ038,PRJ-SITE,On Hold,Site Preparation,Lobby,03/03/2025,03/14/2025,,8.0,Medium,False,Equipment Failure,Medium,51.0,Delay of 8 day(s) associated with equipment failure,Lakshmi Iyer,40
T-1657,PRJ021,PRJ-SITE,In Progress,Structural Installation,West Yard,02/07/2024,02/13/2024,,5.0,High,False,Weather Delay,Low,58.6,Delay of 5 day(s) associated with weather delay,Rajan Mehta,40
T-1658,PRJ038,PRJ-MEP,In Progress,Curtain Wall Installation,Basement,12/25/2024,01/21/2025,,6.0,Medium,False,Material Delay,High,73.5,Delay of 6 day(s) associated with material delay,Asha Verma,40
T-1659,PRJ070,PRJ-INT,Open,Concrete Work,South Facade,10/13/2025,10/18/2025,,-4.0,Medium,False,None,Low,115.4,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1660,PRJ067,PRJ-SITE,Open,Underground Utilities,Basement,06/23/2024,06/29/2024,,-2.0,Medium,False,None,Low,129.0,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1661,PRJ068,PRJ-MEP,Closed,Electrical Installation,North Wing,05/19/2025,06/17/2025,06/17/2025,-0.0,Medium,False,None,Low,88.4,Completed on schedule,Suresh Kumar,40
T-1662,PRJ061,PRJ-MEP,In Progress,Electrical Installation,Basement,09/18/2025,10/05/2025,,4.0,High,False,Equipment Failure,Medium,63.7,Delay of 4 day(s) associated with equipment failure,Meena Pillai,30
T-1663,PRJ007,PRJ-ARC,In Progress,Plumbing Work,Basement,11/26/2025,12/11/2025,,2.0,Low,False,Labor Shortage,Medium,149.8,Delay of 2 day(s) associated with labor shortage,Arjun Desai,40
T-1664,PRJ063,PRJ-SITE,Open,Site Preparation,Grid A5,01/11/2025,02/02/2025,,-3.0,Low,False,None,Low,62.2,Completed 3 day(s) ahead of schedule,Lakshmi Iyer,40
T-1665,PRJ089,PRJ-STR,In Progress,Concrete Work,Roof,08/17/2024,09/06/2024,,4.0,Medium,False,Site Constraint,High,57.9,Delay of 4 day(s) associated with site constraint,Rajan Mehta,40
T-1666,PRJ065,PRJ-SITE,Closed,Flooring Work,Lobby,05/25/2025,06/14/2025,06/17/2025,3.0,Medium,True,Design Revision,High,21.8,Delay of 3 day(s) associated with design revision,Asha Verma,40
T-1667,PRJ058,PRJ-MEP,Closed,Electrical Installation,Roof,12/20/2024,12/23/2024,12/26/2024,3.0,High,True,Weather Delay,High,116.9,Delay of 3 day(s) associated with weather delay,Dev Kapoor,40
T-1668,PRJ023,PRJ-STR,Open,Curtain Wall Installation,Roof,04/02/2025,04/20/2025,,-7.0,High,False,None,Low,104.0,Completed 7 day(s) ahead of schedule,Priya Nair,40
T-1669,PRJ080,PRJ-INT,In Progress,Painting and Finishes,Mechanical,06/25/2025,07/05/2025,,4.0,Medium,False,Design Revision,Low,147.5,Delay of 4 day(s) associated with design revision,Suresh Kumar,40
T-1670,PRJ046,PRJ-MEP,In Progress,Plumbing Work,Grid A5,06/02/2025,06/27/2025,,6.0,Medium,False,Equipment Failure,High,33.3,Delay of 6 day(s) associated with equipment failure,Meena Pillai,30
T-1671,PRJ027,PRJ-ARC,Closed,Structural Installation,South Facade,06/26/2024,07/13/2024,07/13/2024,-0.0,Low,False,None,Low,118.7,Completed on schedule,Arjun Desai,40
